economy,series,Country,Series,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022,YR2023,YR2024
MOZ,FP.CPI.TOTL.ZG,Mozambique,"Inflation, consumer prices (annual %)",,,,,,,,,,,,,,,,6.42755278070087,13.2450879070999,8.48948675497455,14.5028053002268,3.78861330914625,12.4255421735156,11.1666056127874,2.60245456956618,4.26135250941963,2.55974875844295,3.55075967356746,17.4180418197597,15.1132073899384,3.91133439990729,2.80270307928111,3.48393567493204,6.40847652975692,10.2794018093421,7.12697482131851,4.07856834812022
MAR,FP.CPI.TOTL.ZG,Morocco,"Inflation, consumer prices (annual %)",6.78259401511006,7.98616600790512,5.7402466286874,5.18311396030801,5.14167152953361,6.12358164775523,2.98680922773017,1.03819895051614,2.75311330764477,0.684782608695643,1.89463456763464,0.619801875297975,2.79561966936936,1.16773367477592,1.49344403381774,0.982641660015951,3.28476166954811,2.04208512673344,3.71484311494064,0.971862998667636,0.993557401226392,0.9069249096918,1.28712240079219,1.88065466724086,0.442310053557048,1.5579071134626,1.63531114327064,0.754663249323619,1.80391671141896,0.303386036590383,0.705968661338261,1.40195883962006,6.65704202759067,6.09114152504141,0.985256592004507
MNE,FP.CPI.TOTL.ZG,Montenegro,"Inflation, consumer prices (annual %)",,,,,,,,,,,,,,,,,2.92451258123648,4.34712215656112,8.75872769588798,3.46672373207793,0.654946570148479,3.4501431124869,4.14524724981119,2.20589268141178,-0.710514051710227,1.54869158222486,-0.271385023385176,2.3802359905313,2.611223782638,0.361563704540767,-0.255655699848551,2.41080198403165,13.0403036347004,8.58476910455403,3.33675009282281
MNG,FP.CPI.TOTL.ZG,Mongolia,"Inflation, consumer prices (annual %)",,,,268.150488882784,87.580009329808,0.0435161009571923,46.8899521531102,36.5561148948773,9.35704217716548,7.56494150307377,11.5955387593327,6.27736020484006,0.91707468718427,5.12899499422419,8.24115449417619,12.7165674066053,5.09516661663157,9.63096309630964,27.9556650246306,7.6195059351941,10.0462065881651,8.41121495327101,14.3303348325838,10.4906567588241,12.2539808129759,5.73568281938327,0.733272227314397,4.30143105302342,6.82424790145522,7.30106953550729,3.7237230614026,7.35894657888155,15.1509728200805,10.347583131434,6.20713301510303
MCO,FP.CPI.TOTL.ZG,Monaco,"Inflation, consumer prices (annual %)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDA,FP.CPI.TOTL.ZG,Moldova,"Inflation, consumer prices (annual %)",,,1026.82626424702,1613.60398876194,486.425623795891,29.8656104095719,23.5056772963368,11.7728324494468,7.69576517517203,39.2559806891747,31.2993015817784,9.76466285757643,5.30124390261588,11.7460792058232,12.5242768428228,11.9591837222126,12.777755783035,12.3671668414301,12.783047261882,-0.0627185967109436,7.48385086350851,7.68725103356181,4.54633427355302,4.59787897363136,5.08878554625869,9.67624033101867,6.35930898037931,6.57022997455597,3.04505397337071,4.83778351428734,3.76597122245351,5.10641129002841,28.7372976766235,13.4170104381299,4.67773516007052
FSM,FP.CPI.TOTL.ZG,"Micronesia, Fed. Sts.","Inflation, consumer prices (annual %)",,,,,,,,,,,2.15851810619419,0.502497351294027,-0.111442426432945,0.126643348208903,2.27669698247304,4.25769978210942,4.63737008585635,3.30634278002699,8.42372566246186,6.39360257735201,3.31370963136217,5.08259403890371,5.01850353045616,1.75232737350762,0.650284891767944,-0.2981158373807,-1.03746806405349,0.58225373525489,1.49840023593737,1.92385170787923,0.554594630853174,3.19128406597466,5.40874375479067,,
MEX,FP.CPI.TOTL.ZG,Mexico,"Inflation, consumer prices (annual %)",26.6516725646771,22.662359455061,15.5078962533573,9.75146045357553,6.96581237191123,34.9992712889592,34.3783832235168,20.6256287259247,15.9283950119353,16.5856169707538,9.49156149435403,6.36773806235037,5.03072733151295,4.54690012118718,4.68840884843143,3.98805714597437,3.62946762439132,3.96684905458235,5.12498274575896,5.29735584228856,4.15672722680174,3.40737824605742,4.11150981070289,3.80639069747204,4.01861608078679,2.72064064964023,2.8217078474766,6.04145724018986,4.89935015356551,3.63596142127046,3.39683415570006,5.68920847683753,7.8962761916855,5.52796087314389,4.72225588452932
MUS,FP.CPI.TOTL.ZG,Mauritius,"Inflation, consumer prices (annual %)",13.4880887926371,7.00101377541879,4.64351929883709,10.5178384472896,7.32347154412294,6.02933188484532,6.55097336065573,6.83334334996102,6.81079323797193,6.90914624866773,4.19928825622807,5.38934426229508,6.41933372221149,3.92105357558188,4.71037060105883,4.93717004981795,8.91350105650142,8.82729272393294,9.73228317146887,2.51609128145113,2.93236301369857,6.52249254869341,3.85216033315983,3.54329573934839,3.21769191994684,1.28654970760232,0.977675134718965,3.66699702675925,3.2160538314457,0.405655190309553,2.5808007718283,4.02852888157376,10.7737512242899,7.05298238454736,3.6045220384796
MRT,FP.CPI.TOTL.ZG,Mauritania,"Inflation, consumer prices (annual %)",6.60022564874018,5.62866666666699,10.141817562151,9.37034415971461,4.12825861295442,6.54379068524171,4.68130623916413,4.62534695318394,8.03166665498858,4.07417613596754,3.25406745833358,4.7148963468961,3.8957052575849,5.15190150769578,10.3676233473073,12.1256487185541,6.2410332814282,7.25410841304887,7.34663541249786,2.22092032381779,6.28354087427704,5.68631959575954,4.90242727217997,4.12910173783393,3.53436856147324,3.25472688117631,1.47171045650004,2.25427651934813,3.06735996058356,2.30009262117937,2.3856948845632,3.56516484650185,9.52526628622843,4.95305034506872,2.49164347481972
MHL,FP.CPI.TOTL.ZG,Marshall Islands,"Inflation, consumer prices (annual %)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLT,FP.CPI.TOTL.ZG,Malta,"Inflation, consumer prices (annual %)",2.9834058606356,2.54219284786975,1.63321209889045,4.14481954180488,4.12992181638259,4.42664550286654,2.05400000000009,3.11207791953272,2.38525135417661,2.13476888806386,2.36959287531806,2.92949244324104,2.18849048060549,1.30383777442602,2.79082848067754,3.00796652450313,2.77378006481472,1.24921923797629,4.25862171897073,2.08432746082343,1.51563513618532,2.9629852819288,2.37582057760386,1.1802843636655,0.310306472181665,1.10054826378929,0.642702771527304,1.36435448150708,1.15782362451517,1.6420600176894,0.638544956776712,1.49789217934724,6.15375621933037,5.09396758978883,1.65079469283109
MLI,FP.CPI.TOTL.ZG,Mali,"Inflation, consumer prices (annual %)",0.606339703737523,1.80042722001858,-6.24250599520425,-0.263767884261804,23.1767911524285,13.4417696811974,6.80545996788233,-0.362999795946695,4.03658945954986,-1.20190368637502,-0.677661659046769,5.18701191944068,5.03282275711194,-1.34672619047621,-3.09978128063957,6.39788293897883,1.54352596927582,1.41200201714577,9.17098813667678,2.46375188572299,1.10892690670186,2.95564395229392,5.32312847064058,-0.606736356351563,0.883814547137841,1.45069057605961,-1.79964707083386,1.75985742927165,0.299546507387843,-1.65826694846365,0.438088940320669,3.92560283104277,9.62147608489064,2.05880228274223,3.2063986409966
MDV,FP.CPI.TOTL.ZG,Maldives,"Inflation, consumer prices (annual %)",3.64991197717477,14.7136770282735,16.8559977535548,20.1273593149248,3.38610098291493,5.48886133171504,6.24124591476026,7.57283467072592,-1.40425233816792,2.95370836069129,-1.17475681175946,0.67257737006247,4.1786723990479,-1.26065113450354,-1.68541212459466,1.30027500930997,2.73842131602099,6.79477353930168,12.0414583505108,4.53017659132801,6.14988536750173,11.2734146055937,10.884695658563,3.8056300091943,2.12000175718134,0.953206658777607,0.502509413611612,2.81747338234509,-0.133373386117595,0.220029731065383,-1.36977425569811,0.543149688737013,2.33314337624567,2.92746542425035,1.39979779674928
MYS,FP.CPI.TOTL.ZG,Malaysia,"Inflation, consumer prices (annual %)",2.61780104712051,4.358333333333,4.76722829992821,3.53658536585389,3.72497055359284,3.45057509584895,3.48855945858916,2.66251459711946,5.27034200348766,2.74456130240604,1.53474023697699,1.41678473206098,1.80787246281536,1.08967632577286,1.42127115937402,2.97507092684449,3.60923564224389,2.02735317779569,5.44078221100769,0.583308405623702,1.62285235577035,3.1744709215131,1.66357102479206,2.10501231233612,3.14299050879095,2.10438980238359,2.09056659525742,3.87120115774237,0.884709160571235,0.662891865764326,-1.1387021539305,2.47710241465447,3.37869862549928,2.48886560125754,1.834100204499
MWI,FP.CPI.TOTL.ZG,Malawi,"Inflation, consumer prices (annual %)",11.8235380454151,12.6153153828849,23.7513530230399,22.7727102336625,34.6496361508324,83.3257747543458,37.6020450235016,9.13735243003495,29.7486512828264,44.8041642861674,29.5814884631684,22.7,14.7446346101603,9.57679786919214,11.4298060822124,15.4103446604296,13.9742943548388,7.9522099086403,8.71260186609043,8.42204427696655,7.41159092883827,7.6228226284852,21.2712650013779,27.2833333333334,23.7920649469687,21.8673475542553,21.7111132136499,11.5433939188771,12.420178108921,9.3708360560567,8.62551469650552,9.33014410835212,20.953969729969,28.7897428247298,32.1796504225025
MDG,FP.CPI.TOTL.ZG,Madagascar,"Inflation, consumer prices (annual %)",11.7844838321357,8.59264760490192,14.5123786075771,10.008361204014,38.9417908989239,49.0802100590784,19.7563545439776,4.48638261737399,6.2080160866332,9.92953399348781,11.859684500028,7.91694484529586,16.4985255315846,-1.70400479616298,13.9558018033211,18.3638246468932,10.7656371554865,10.2879663187671,9.29650839381057,8.95421802392949,9.24732173644116,9.48254048582992,5.71384434191053,5.8264294445198,6.08040811088302,7.40419174202129,6.03575858154679,8.60905075422949,8.59422958870476,5.61051441492365,4.20179312190557,5.81225118787715,8.16059031991844,9.87432675044888,
MAC,FP.CPI.TOTL.ZG,"Macao SAR, China","Inflation, consumer prices (annual %)",7.96969384363224,9.56887765934839,7.71392168356611,6.70588552770045,6.2520689021027,8.55866604308446,4.82248676783488,3.49093715138855,0.172630384568575,-3.20416248186588,-1.60971883961895,-1.98465008641652,-2.63751699816194,-1.56245203671305,0.980728452039424,4.39589284335676,5.14997337750697,5.57149689143953,8.61101858636995,1.16906695453765,2.80947242060845,5.80624616691043,6.10738928336549,5.50057779178484,6.04823452094085,4.56056338028164,2.36895749705898,1.22812404052816,3.00446293166938,2.75193081051982,0.811410511491651,0.0264543647054126,1.04502802369954,0.476384495788075,
LUX,FP.CPI.TOTL.ZG,Luxembourg,"Inflation, consumer prices (annual %)",3.25376659083639,3.11835659874851,3.15417375961789,3.58809818535164,2.1947646868907,1.86769424969105,1.18385968843571,1.36751261207943,0.958570110494674,1.02519676474932,3.15076707022592,2.66382110579103,2.07408613571643,2.04984030563518,2.22567916428889,2.48769665164088,2.66631494577069,2.31245861786127,3.40187963025571,0.368041997888887,2.2736791162154,3.41068341068342,2.66284165508021,1.73403963519162,0.628543985440717,0.474743161437779,0.290833333333317,1.73079959118887,1.5281952430738,1.74332075653848,0.819957302127036,2.52692009066166,6.33600807777919,3.74140361983136,2.05113269954859
LTU,FP.CPI.TOTL.ZG,Lithuania,"Inflation, consumer prices (annual %)",,,1020.62056524354,410.451858561316,72.2546816164428,39.6476290328289,24.62519538645,8.88104848465892,5.06755385841968,0.727550626557424,0.981615478857598,1.36712030817819,0.281506610345575,-1.13430854990247,1.16410252104671,2.65848484065262,3.73912004060664,5.73717382799842,10.9258856241655,4.45304456518535,1.31921362055463,4.13027562645085,3.08998277055417,1.04747937065344,0.103758009433708,-0.884097405500596,0.905525075460342,3.72288862303707,2.69792779208394,2.33450937988027,1.19989444983569,4.68354420903453,19.7050461518394,9.11731962390475,0.715735835228723
LIE,FP.CPI.TOTL.ZG,Liechtenstein,"Inflation, consumer prices (annual %)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBY,FP.CPI.TOTL.ZG,Libya,"Inflation, consumer prices (annual %)",8.45146240803882,11.8960953011251,9.35975158953135,11.0735532720389,5.11259890444314,7.23798494499129,4.02807775377963,3.55029585798821,3.70927318295739,2.64862252295818,-2.90000000000024,-8.81393752145546,-9.79764705882357,-2.19115191986644,-2.197567740559,2.65020576131657,1.45926876202724,6.25098782993553,10.3607288954998,2.45990025609948,2.79989500109268,15.5184815317561,6.05980392156864,2.60581802719517,2.43294141599225,10.4022933588151,25.8538742124461,25.8036184788338,13.1702038536721,-2.16217883470595,1.44703656998741,2.86833027751019,4.51030149235703,2.37317531435169,2.12615766885025
LBR,FP.CPI.TOTL.ZG,Liberia,"Inflation, consumer prices (annual %)",,,,,,,,,,,,,14.1596470116325,10.3302881236823,7.82908704883235,10.8343588481414,7.34144608278558,11.3918966807102,17.489448642993,7.42764305914919,7.28992796890218,8.488167518494,6.83178703418548,7.577306817414,9.86111285574904,7.74869687621322,8.83424868336488,12.4196323907138,23.5635148953742,26.9662760197878,16.9557241496255,7.81559385858648,7.59298486560313,10.0944535665552,8.21497439118964
LSO,FP.CPI.TOTL.ZG,Lesotho,"Inflation, consumer prices (annual %)",11.6347569955818,17.6781002638523,17.2085201793721,13.1356607683724,8.21473862195302,9.27083333333323,9.33031458531928,,,,6.13197538722696,-9.61615353858472,33.812578338126,6.62916357146762,5.02342068616285,3.43788423057443,6.07271879734293,8.01243669043409,10.7156661309681,-16.8596910540644,-2.40524254598706,5.0366305210156,6.05143662139967,4.86511899496385,5.37028961008587,3.21844513655931,6.59650490696543,4.447699373763,4.7518030162474,5.18708359197982,4.97809676252309,6.04774591950676,8.27180389943028,6.34221743124953,6.10544624245032
LBN,FP.CPI.TOTL.ZG,Lebanon,"Inflation, consumer prices (annual %)",,,,,,,,,,,,,,,,,,,,1.19509671165543,3.98347941855833,4.97148571692384,6.58147447683677,4.82101956297399,1.8546042134091,-3.74914524799629,-0.783359624361508,4.32135218303191,6.07698907889607,3.00538949390383,84.8643330472041,154.756096023393,171.205491336641,221.341644023365,45.2430422716718
LVA,FP.CPI.TOTL.ZG,Latvia,"Inflation, consumer prices (annual %)",,,951.696194870801,108.989540624323,35.9247053929642,24.9759355316751,17.6104698431032,8.44738342092952,4.64421422660787,2.36481836111807,2.65425477796048,2.48704003555457,1.93887573855896,2.94264752948473,6.1923854719744,6.74845027893112,6.53619908765877,10.0929775849168,15.4023191064986,3.53410672858944,-1.08463595015162,4.3707355993922,2.25778924374595,-0.0294547782579216,0.620490636732421,0.174242243625186,0.140633334505327,2.93036312374665,2.53445424186598,2.81140920075615,0.219064904842156,3.27582937431156,17.3102830198815,8.93804623316637,1.26579885828729
LAO,FP.CPI.TOTL.ZG,Lao PDR,"Inflation, consumer prices (annual %)",35.642982971227,13.4415584415586,9.86452966991032,6.26722241519029,6.7844807862023,19.5939189878584,13.0244156963462,27.5088624491449,90.9807345622878,125.27212839928,25.0846414281315,7.81180794783471,10.6313446323333,15.4893529233525,10.4622667314208,7.16541759946639,6.54559439052787,4.66197269469701,7.62880887577516,0.141187674980385,5.98254521550082,7.5689885610998,4.2551267783209,6.37142717782947,4.12924306873771,1.27735427102992,1.59691227583204,0.825478607568026,2.04039266890201,3.32255881256925,5.10407262959919,3.75562036658877,22.9562225132056,31.2301341732646,23.1305695942588
KGZ,FP.CPI.TOTL.ZG,Kyrgyz Republic,"Inflation, consumer prices (annual %)",,,,,,,31.9473377218567,23.4354278497005,10.4573825846721,37.0309258369344,18.7007342838023,6.9196798942304,2.13420986310243,2.97461295184355,4.11065084723381,4.3386739184431,5.55212333162542,10.2301032660484,24.5201024234102,6.83656248105368,7.96772225579684,16.6363262731495,2.76844236540957,6.61375202358082,7.5342472977589,6.50331838993384,0.388838296895799,3.1753098637994,1.54266145238436,1.13362257718804,6.32542296338078,11.9050398185147,13.9229093174176,10.7532770416742,
KWT,FP.CPI.TOTL.ZG,Kuwait,"Inflation, consumer prices (annual %)",9.83363531543402,9.05818836232758,-0.54547121378821,0.382541365165916,2.53443526170792,2.68672756582484,3.55398569684287,0.682191434707604,0.129658287674027,2.99081035923166,1.81294613887089,1.29999999999999,0.888450148074907,0.961350293542112,1.24856443679889,4.14297583631023,3.05701339166722,5.48494983277596,10.5827097865144,4.60959548447787,4.49640287769787,4.8394034987095,3.25514600287211,2.68229684085039,2.90892672858625,3.27170166092133,3.19839776658374,2.17183298510006,0.543133148199567,1.09184802655856,2.101729548274,3.42362947609188,3.98064961990313,3.64216403030709,2.89855072463762
XKX,FP.CPI.TOTL.ZG,Kosovo,"Inflation, consumer prices (annual %)",,,,,,,,,,,,,,-1.08481262327414,-1.06472696605525,-1.38518913159299,0.621646938601728,4.35849695328369,9.35041764658178,-2.41026401661229,3.48050763735842,7.3364177131527,2.47673782156533,1.76732428354892,0.428957808324092,-0.536929392740659,0.273169431045468,1.48823430592319,1.05379773654991,2.67599202639893,0.198227922994854,3.35369139207997,11.5805104542012,4.94432438791283,1.61944994559476
KOR,FP.CPI.TOTL.ZG,"Korea, Rep.","Inflation, consumer prices (annual %)",8.57327225728677,9.33279048161495,6.21328146355184,4.80099660215354,6.26585950039679,4.48074108557248,4.92454354292754,4.4389318457463,7.51358008079307,0.81295725444637,2.25916580080157,4.06657587897792,2.76226210296599,3.51487451459939,3.59066298882578,2.75379162735039,2.24234028518921,2.53457382137932,4.67389655533408,2.7564965449393,2.93928652655686,4.0259650043609,2.18707104433314,1.30134754547413,1.27477446401322,0.70633177245575,0.971685739912168,1.94433230786366,1.47583935002645,0.383000303608136,0.537288023411737,2.49833333333339,5.08951365062842,3.5974562502901,2.32174328643542
